MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,PoolArea,SaleCondition,SalePrice
60,RL,10542,Pave,Reg,Lvl,AllPub,NoRidge,2Story,7,5,1993,1994,Hip,CompShg,Gd,PConc,1311,GasA,Ex,Y,SBrkr,1325,1093,3,1,0,Normal,341000
20,RL,9920,Pave,IR1,Lvl,AllPub,CollgCr,1Story,5,6,1969,1969,Gable,CompShg,TA,CBlock,971,GasA,TA,Y,SBrkr,971,0,3,1,0,Normal,128500
120,RL,6563,Pave,IR1,Low,AllPub,StoneBr,1Story,8,5,1985,1985,Gable,CompShg,Gd,PConc,1742,GasA,TA,Y,SBrkr,1742,0,2,1,0,Normal,275000
120,RM,4426,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,2004,2004,Gable,CompShg,Gd,PConc,848,GasA,Ex,Y,SBrkr,848,0,1,1,0,Normal,143000
20,RL,8120,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,7,1970,1970,Gable,CompShg,TA,CBlock,864,GasA,Ex,Y,SBrkr,864,0,3,1,0,Normal,124500
50,RL,8172,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,4,6,1954,1972,Gable,CompShg,TA,PConc,941,GasA,Ex,Y,SBrkr,997,473,4,1,0,Normal,135000
20,RL,13286,Pave,IR1,Lvl,AllPub,Edwards,1Story,9,5,2007,2008,Hip,CompShg,Ex,PConc,1698,GasA,Ex,Y,SBrkr,1698,0,3,1,0,Normal,320000
20,RL,6960,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,6,1970,1970,Gable,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,3,1,0,Normal,120500
20,RL,21695,Pave,IR1,Lvl,AllPub,Crawfor,1Story,6,9,1988,2007,Hip,CompShg,Gd,CBlock,880,GasA,Ex,Y,SBrkr,1680,0,3,1,0,Normal,222000
20,RL,7314,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2007,2007,Gable,CompShg,Gd,PConc,1232,GasA,Ex,Y,SBrkr,1232,0,2,1,0,Normal,194500
90,RL,11475,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,5,1958,1958,Gable,CompShg,TA,CBlock,1584,GasA,TA,Y,SBrkr,1776,0,4,2,0,Abnorml,110000
30,RM,6240,Pave,Reg,Lvl,AllPub,IDOTRR,1.5Fin,4,5,1925,1950,Gable,CompShg,TA,CBlock,780,GasA,TA,Y,FuseA,848,0,2,1,0,Normal,103000
120,RL,5389,Pave,IR1,Lvl,AllPub,StoneBr,1Story,8,5,1995,1996,Gable,CompShg,Gd,PConc,1595,GasA,Ex,Y,SBrkr,1616,0,2,1,0,Normal,236500
80,RL,9590,Pave,IR1,Lvl,AllPub,Timber,SLvl,7,5,2003,2003,Gable,CompShg,Gd,PConc,868,GasA,Ex,Y,SBrkr,1146,0,3,1,0,Normal,187500
60,RL,11404,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,5,1998,1999,Gable,CompShg,Gd,PConc,1153,GasA,Ex,Y,SBrkr,1153,878,3,1,0,Normal,222500
20,RL,10000,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,6,1961,1983,Hip,CompShg,TA,CBlock,864,GasA,Ex,Y,SBrkr,1144,0,3,1,0,Normal,131400
20,RL,8978,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,5,1968,1968,Gable,CompShg,TA,PConc,948,GasA,TA,Y,SBrkr,948,0,3,1,0,Family,108000
75,RM,10800,Pave,Reg,Lvl,AllPub,OldTown,2.5Unf,7,7,1914,1970,Gable,CompShg,TA,BrkTil,880,GasW,Fa,N,SBrkr,880,888,2,1,0,Normal,163000
90,RL,8544,Pave,Reg,Lvl,AllPub,NAmes,1Story,3,4,1950,1950,Gable,CompShg,TA,CBlock,0,GasA,Gd,N,FuseF,1040,0,2,2,0,Normal,93500
60,RL,10463,Pave,IR1,HLS,AllPub,Gilbert,2Story,8,5,2005,2005,Gable,CompShg,Gd,PConc,893,GasA,Ex,Y,SBrkr,901,900,3,1,0,Normal,239900
90,RL,10800,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,5,1987,1988,Gable,CompShg,TA,CBlock,1200,GasA,TA,Y,SBrkr,1200,0,3,1,0,Alloca,179000
60,RL,9313,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,864,GasA,Ex,Y,SBrkr,864,864,3,1,0,Normal,190000
70,RM,9600,Pave,Reg,Lvl,AllPub,OldTown,2Story,5,7,1910,2002,Gable,CompShg,TA,BrkTil,264,GasA,Ex,Y,SBrkr,768,664,2,1,0,Abnorml,132000
20,RL,6768,Pave,IR1,Lvl,AllPub,Sawyer,1Story,6,8,1961,1996,Hip,CompShg,TA,CBlock,912,GasA,Gd,Y,SBrkr,912,0,3,1,0,Normal,142000
20,RL,8450,Pave,Reg,Lvl,AllPub,SawyerW,1Story,7,5,2000,2001,Gable,CompShg,TA,PConc,1349,GasA,Ex,Y,SBrkr,1349,0,3,1,0,Normal,179000
80,RL,12886,Pave,IR1,Lvl,AllPub,Sawyer,SLvl,5,6,1963,1999,Gable,CompShg,TA,CBlock,520,GasA,Ex,Y,SBrkr,1464,0,3,1,0,Normal,175000
120,RL,5395,Pave,IR1,HLS,AllPub,StoneBr,1Story,8,5,1993,1993,Gable,CompShg,Gd,PConc,1337,GasA,Gd,Y,SBrkr,1337,0,2,1,0,Normal,180000
60,RL,8963,Pave,IR1,Lvl,AllPub,NWAmes,2Story,8,9,1976,1996,Hip,CompShg,Ex,CBlock,1142,GasA,Ex,Y,SBrkr,1175,1540,4,1,0,Normal,299800
60,RL,8795,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2000,2000,Gable,CompShg,Gd,PConc,952,GasA,Ex,Y,SBrkr,980,1276,4,1,0,Normal,236000
70,RM,11700,Pave,IR1,Lvl,AllPub,OldTown,2Story,7,7,1880,2003,Mansard,CompShg,Gd,Stone,1240,GasW,TA,N,SBrkr,1320,1320,4,1,0,Normal,265979
20,RL,10593,Pave,IR1,Lvl,AllPub,NoRidge,1Story,7,5,1996,1996,Hip,CompShg,Gd,PConc,1720,GasA,Ex,Y,SBrkr,1720,0,3,1,0,Normal,260400
50,RL,8405,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,4,3,1945,1950,Gable,CompShg,TA,Slab,0,Wall,TA,N,FuseF,1088,441,4,1,0,Normal,98000
50,RM,8800,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,4,7,1910,2004,Gable,CompShg,TA,BrkTil,576,GasA,Gd,Y,SBrkr,792,348,3,1,0,Normal,96500
60,RL,7750,Pave,Reg,Lvl,AllPub,Gilbert,2Story,7,5,2003,2003,Gable,CompShg,Gd,PConc,660,GasA,Ex,Y,SBrkr,660,660,3,1,0,Normal,162000
20,RL,9236,Pave,IR1,Lvl,AllPub,CollgCr,1Story,6,5,1997,1997,Gable,CompShg,TA,PConc,1479,GasA,Ex,Y,SBrkr,1494,0,3,1,0,Normal,217000
60,RL,10240,Pave,Reg,Lvl,AllPub,NridgHt,2Story,8,5,2005,2005,Gable,CompShg,Gd,PConc,1030,GasA,Gd,Y,SBrkr,1038,1060,3,1,0,Normal,275500
20,RL,7930,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,8,1969,2005,Gable,CompShg,TA,CBlock,1026,GasA,Gd,Y,SBrkr,1026,0,3,1,0,Normal,156000
160,FV,3230,Pave,Reg,Lvl,AllPub,Somerst,2Story,6,5,1999,1999,Gable,CompShg,TA,PConc,729,GasA,Gd,Y,SBrkr,742,729,3,1,0,Normal,172500
60,RL,10769,Pave,IR1,Lvl,AllPub,CollgCr,2Story,8,5,2007,2007,Gable,CompShg,Gd,PConc,866,GasA,Ex,Y,SBrkr,866,902,3,1,0,Normal,212000
60,RL,11616,Pave,IR1,Lvl,AllPub,Sawyer,2Story,6,5,1978,1978,Hip,CompShg,TA,CBlock,672,GasA,TA,Y,SBrkr,672,714,3,1,0,Abnorml,158900
160,FV,2280,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,1999,1999,Gable,CompShg,TA,PConc,744,GasA,Gd,Y,SBrkr,757,744,3,1,0,Normal,179400
60,RL,12257,Pave,IR1,Lvl,AllPub,NoRidge,2Story,8,5,1995,1995,Gable,CompShg,Gd,PConc,1318,GasA,Ex,Y,SBrkr,1328,1203,4,1,0,Normal,290000
20,RL,9100,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1959,1959,Hip,CompShg,TA,CBlock,864,GasA,Ex,Y,SBrkr,864,0,2,1,0,Normal,127500
30,RM,6911,Pave,Reg,Lvl,AllPub,BrkSide,1Story,5,5,1924,1950,Gable,CompShg,TA,PConc,1145,GasA,TA,Y,SBrkr,1301,0,2,1,0,Normal,100000
60,FV,8640,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2009,2009,Gable,CompShg,TA,PConc,756,GasA,Ex,Y,SBrkr,764,783,3,1,0,Normal,215200
60,RL,9430,Pave,Reg,Lvl,AllPub,NoRidge,2Story,8,5,1999,1999,Gable,CompShg,Gd,PConc,1252,GasA,Ex,Y,SBrkr,1268,1097,3,1,0,Normal,337000
120,RL,9549,Pave,IR1,Lvl,AllPub,Veenker,1Story,8,5,1995,1996,Hip,CompShg,Gd,PConc,1494,GasA,Ex,Y,SBrkr,1494,0,2,1,0,Normal,270000
20,RL,14587,Pave,IR1,Lvl,AllPub,Somerst,1Story,9,5,2008,2008,Gable,CompShg,Gd,PConc,1498,GasA,Ex,Y,SBrkr,1506,0,2,1,0,Partial,264132
60,RL,10421,Pave,Reg,Lvl,AllPub,NWAmes,2Story,7,5,1988,1988,Gable,CompShg,TA,CBlock,980,GasA,TA,Y,SBrkr,980,734,3,1,0,Normal,196500
50,RL,12508,Pave,IR1,Lvl,AllPub,Mitchel,1.5Fin,6,7,1940,1985,Gable,CompShg,TA,CBlock,983,GasA,Ex,Y,SBrkr,983,767,4,1,0,Normal,160000
20,RL,9100,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2004,2005,Hip,CompShg,Gd,PConc,1860,GasA,Ex,Y,SBrkr,1836,0,3,1,0,Normal,216837
60,RL,53504,Pave,IR2,HLS,AllPub,StoneBr,2Story,8,5,2003,2003,Hip,CompShg,Ex,PConc,1650,GasA,Ex,Y,SBrkr,1690,1589,4,1,0,Normal,538000
85,RL,7252,Pave,IR1,Lvl,AllPub,Sawyer,SFoyer,5,5,1982,1982,Hip,CompShg,TA,CBlock,858,GasA,TA,Y,SBrkr,858,0,2,1,0,Normal,134900
20,RL,8877,Pave,Reg,Lvl,AllPub,Edwards,1Story,4,5,1951,1951,Gable,CompShg,TA,CBlock,836,GasA,TA,Y,FuseF,1220,0,2,1,0,Normal,102000
80,RL,7819,Pave,Reg,Lvl,AllPub,Edwards,SLvl,6,5,1976,1976,Gable,CompShg,TA,CBlock,1029,GasA,TA,Y,SBrkr,1117,0,3,1,0,Abnorml,107000
20,RL,10150,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,5,1958,1958,Gable,CompShg,TA,CBlock,912,GasA,Ex,Y,FuseA,912,0,2,1,0,Normal,114500
20,RL,14226,Pave,Reg,Lvl,AllPub,NridgHt,1Story,8,5,2006,2006,Hip,CompShg,Gd,PConc,1935,GasA,Gd,Y,SBrkr,1973,0,3,1,0,Partial,395000
120,RM,4500,Pave,Reg,Lvl,AllPub,Mitchel,1Story,6,5,1998,1998,Hip,CompShg,TA,PConc,1204,GasA,Ex,Y,SBrkr,1204,0,2,1,0,Normal,162000
20,RL,11210,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1614,GasA,Ex,Y,SBrkr,1614,0,3,1,0,Partial,221500
20,RL,13350,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,5,1974,1974,Hip,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,894,0,3,1,0,Normal,142500
90,RH,8400,Pave,Reg,Lvl,AllPub,SawyerW,1Story,5,5,1977,1977,Gable,CompShg,TA,Slab,0,GasA,TA,Y,SBrkr,2020,0,4,2,0,Normal,144000
90,RL,10530,Pave,Reg,Lvl,AllPub,Mitchel,SFoyer,6,5,1977,1977,Gable,CompShg,TA,CBlock,975,GasA,TA,Y,SBrkr,1004,0,2,1,0,Normal,135000
20,RL,7875,Pave,Reg,Lvl,AllPub,Gilbert,1Story,7,5,1995,1996,Gable,CompShg,TA,PConc,1237,GasA,Gd,Y,SBrkr,1253,0,3,1,0,Normal,176000
60,RL,7153,Pave,Reg,Lvl,AllPub,SawyerW,2Story,6,5,1992,1992,Gable,CompShg,Gd,PConc,761,GasA,Ex,Y,SBrkr,810,793,3,1,0,Normal,175900
20,RL,16285,Pave,IR2,Lvl,AllPub,CollgCr,1Story,7,5,2001,2002,Gable,CompShg,Gd,PConc,1413,GasA,Ex,Y,SBrkr,1430,0,3,1,0,Normal,187100
85,RL,9101,Pave,IR1,Lvl,AllPub,Mitchel,SFoyer,5,6,1978,1978,Gable,CompShg,TA,PConc,1097,GasA,Ex,Y,SBrkr,1110,0,1,1,0,Normal,165500
75,RM,6300,Pave,Reg,Lvl,AllPub,OldTown,2.5Unf,6,6,1914,2001,Gable,CompShg,TA,CBlock,742,GasA,Ex,Y,SBrkr,742,742,3,1,0,Normal,128000
20,RL,9790,Pave,Reg,Lvl,AllPub,NWAmes,1Story,6,5,1967,1967,Gable,CompShg,TA,CBlock,1372,GasA,TA,Y,SBrkr,1342,0,3,1,0,Normal,161500
50,RM,10800,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,6,1915,1950,Gable,CompShg,TA,PConc,686,GasA,TA,Y,SBrkr,966,686,4,1,0,Normal,139000
60,RL,10142,Pave,IR1,Lvl,AllPub,SawyerW,2Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,956,GasA,Ex,Y,SBrkr,956,1128,4,1,0,Normal,233000
20,RM,6000,Pave,Reg,Lvl,AllPub,OldTown,1Story,4,7,1954,2000,Gable,CompShg,TA,CBlock,901,GasA,Ex,Y,SBrkr,901,0,2,1,0,Normal,107900
60,RL,12205,Pave,IR1,Low,AllPub,ClearCr,2Story,6,8,1966,2007,Gable,CompShg,TA,CBlock,832,GasA,Gd,Y,SBrkr,976,1111,5,1,0,Normal,187500
120,RL,3182,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1145,GasA,Ex,Y,SBrkr,1145,0,2,1,0,Normal,160200
80,RL,11333,Pave,IR1,Lvl,AllPub,Mitchel,SLvl,6,5,1976,1976,Gable,CompShg,TA,PConc,1029,GasA,TA,Y,SBrkr,1062,0,3,1,0,Normal,146800
60,RL,9920,Pave,IR1,Lvl,AllPub,NoRidge,2Story,7,5,1996,1997,Gable,CompShg,Gd,PConc,1117,GasA,Ex,Y,SBrkr,1127,886,3,1,0,Normal,269790
20,RL,9158,Pave,Reg,Lvl,AllPub,Somerst,1Story,8,5,2007,2007,Gable,CompShg,Gd,PConc,1496,GasA,Ex,Y,SBrkr,1496,0,3,1,0,Partial,225000
60,RL,10832,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,1994,1996,Gable,CompShg,Gd,PConc,712,GasA,Ex,Y,SBrkr,1086,809,3,1,0,Normal,194500
60,RL,8400,Pave,Reg,Lvl,AllPub,SawyerW,2Story,6,6,1980,1981,Gable,CompShg,TA,CBlock,650,GasA,TA,Y,SBrkr,888,676,3,1,0,Normal,171000
20,RL,8197,Pave,Reg,Lvl,AllPub,Sawyer,1Story,6,5,1977,1977,Gable,CompShg,TA,CBlock,660,GasA,Ex,Y,SBrkr,1285,0,3,1,0,Normal,143500
20,RL,7677,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,5,1953,1953,Gable,CompShg,TA,CBlock,773,GasA,Gd,Y,SBrkr,773,0,2,1,0,Abnorml,110000
60,RL,13518,Pave,Reg,Lvl,AllPub,NridgHt,2Story,9,5,2008,2009,Hip,CompShg,Ex,PConc,1926,GasA,Ex,Y,SBrkr,1966,1174,4,1,0,Partial,485000
50,RL,7200,Pave,Reg,Lvl,AllPub,SWISU,1.5Fin,5,7,1937,1950,Gable,CompShg,TA,BrkTil,731,GasA,Ex,Y,SBrkr,981,787,3,1,0,Normal,175000
60,RL,12798,Pave,IR1,HLS,AllPub,ClearCr,2Story,6,5,1997,1997,Gable,CompShg,TA,PConc,616,GasA,Gd,Y,SBrkr,616,1072,4,1,0,Normal,200000
30,RM,4800,Pave,Reg,Lvl,AllPub,IDOTRR,1Story,4,7,1916,1990,Gable,CompShg,TA,CBlock,1196,GasA,Ex,Y,FuseA,1196,0,2,1,0,Normal,109900
60,RL,8199,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,728,GasA,Ex,Y,SBrkr,728,728,3,1,0,Normal,189000
60,RL,13891,Pave,Reg,Lvl,AllPub,NridgHt,2Story,9,5,2008,2009,Hip,CompShg,Ex,PConc,1734,GasA,Ex,Y,SBrkr,1734,1088,4,1,0,Partial,582933
20,RL,9000,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,5,1954,1954,Gable,CompShg,TA,CBlock,936,GasA,TA,Y,SBrkr,1128,0,2,1,0,Family,118000
20,RL,12274,Pave,IR1,Lvl,AllPub,Somerst,1Story,7,5,2008,2008,Gable,CompShg,Gd,PConc,1417,GasA,Ex,Y,SBrkr,1428,0,3,1,0,Partial,227680
80,RL,9750,Pave,Reg,Lvl,AllPub,NAmes,SLvl,5,5,1967,1967,Gable,CompShg,TA,PConc,980,GasA,Gd,Y,SBrkr,980,0,3,1,0,Normal,135500
70,RL,21384,Pave,Reg,Lvl,AllPub,BrkSide,2Story,5,6,1923,2004,Gable,CompShg,TA,CBlock,1324,GasA,Ex,Y,SBrkr,1072,504,3,1,0,Normal,223500
80,RL,13400,Pave,Reg,Lvl,AllPub,NAmes,SLvl,5,5,1966,1966,Gable,CompShg,TA,CBlock,1024,GasA,TA,Y,SBrkr,1086,0,3,1,0,Normal,159950
75,RM,8100,Pave,Reg,Lvl,AllPub,OldTown,2.5Unf,5,5,1898,1965,Hip,CompShg,TA,PConc,849,GasA,TA,N,FuseA,1075,1063,2,3,0,Normal,106000
20,RL,10140,Pave,Reg,Lvl,AllPub,NWAmes,1Story,6,6,1974,1999,Hip,CompShg,TA,CBlock,1040,GasA,Fa,Y,SBrkr,1309,0,3,1,648,Normal,181000
120,RM,4438,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,2004,2004,Gable,CompShg,Gd,PConc,848,GasA,Ex,Y,SBrkr,848,0,1,1,0,Normal,144500
20,C (all),8712,Grvl,Reg,Bnk,AllPub,IDOTRR,1Story,5,5,1952,1952,Hip,CompShg,Fa,CBlock,540,GasA,TA,N,FuseA,1044,0,2,1,0,Alloca,55993
20,RL,9750,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1958,1958,Gable,CompShg,TA,CBlock,1442,GasA,Gd,Y,SBrkr,1442,0,4,1,0,Normal,157900
50,RL,8248,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,7,1918,1950,Gable,CompShg,TA,BrkTil,686,GasW,Gd,Y,SBrkr,686,564,3,1,0,Normal,116000
20,RL,12137,Pave,IR2,Lvl,AllPub,CollgCr,1Story,7,5,1998,1998,Gable,CompShg,TA,PConc,1649,GasA,Ex,Y,SBrkr,1661,0,3,1,0,Normal,224900
20,RL,11425,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,6,1954,1954,Gable,CompShg,TA,CBlock,1008,GasA,Gd,Y,SBrkr,1008,0,2,1,0,Normal,137000
20,RL,13265,Pave,IR1,Lvl,AllPub,Mitchel,1Story,8,5,2002,2002,Hip,CompShg,Gd,PConc,1568,GasA,Ex,Y,SBrkr,1689,0,3,1,0,Normal,271000
80,RL,8816,Pave,Reg,Lvl,AllPub,ClearCr,SLvl,6,7,1971,1971,Gable,CompShg,TA,CBlock,1010,GasA,Gd,Y,SBrkr,1052,0,3,1,0,Normal,155000
120,RL,6371,Pave,IR1,Lvl,AllPub,NridgHt,1Story,7,5,2009,2010,Gable,CompShg,Gd,PConc,1358,GasA,Ex,Y,SBrkr,1358,0,2,1,0,Partial,224000
60,RL,7226,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,5,2003,2003,Gable,CompShg,Gd,PConc,798,GasA,Ex,Y,SBrkr,798,842,3,1,0,Normal,183000
20,RM,6000,Pave,Reg,Bnk,AllPub,OldTown,1Story,4,4,1953,1953,Gable,CompShg,Fa,CBlock,936,GasA,TA,N,SBrkr,936,0,2,1,0,Normal,93000
60,RL,12394,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2003,2003,Gable,CompShg,Gd,PConc,847,GasA,Ex,Y,SBrkr,847,886,3,1,0,Family,225000
50,RL,9900,Pave,Reg,Lvl,AllPub,SWISU,1.5Fin,6,7,1940,1950,Gable,CompShg,TA,BrkTil,778,GasA,TA,Y,SBrkr,944,545,3,1,0,Normal,139500
20,FV,11216,Pave,Reg,Lvl,AllPub,Somerst,1Story,8,5,2006,2006,Gable,CompShg,Gd,PConc,1489,GasA,Ex,Y,SBrkr,1489,0,3,1,0,Partial,232600
20,RL,14803,Pave,Reg,Lvl,AllPub,NridgHt,1Story,10,5,2007,2008,Hip,CompShg,Ex,PConc,2078,GasA,Ex,Y,SBrkr,2084,0,2,1,0,Partial,385000
45,RM,6130,Pave,Reg,Lvl,AllPub,BrkSide,1.5Unf,5,6,1924,1950,Gable,CompShg,TA,BrkTil,784,GasA,Gd,Y,SBrkr,784,0,2,1,0,Normal,109500
20,RL,8529,Pave,IR1,Lvl,AllPub,SawyerW,1Story,7,5,2001,2001,Gable,CompShg,Gd,PConc,1454,GasA,Ex,Y,SBrkr,1434,0,3,1,0,Normal,189000
60,RL,28698,Pave,IR2,Low,AllPub,ClearCr,2Story,5,5,1967,1967,Flat,Tar&Grv,TA,PConc,1013,GasA,TA,Y,SBrkr,1160,966,3,1,0,Abnorml,185000
160,FV,2544,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,600,GasA,Ex,Y,SBrkr,520,623,2,1,0,Normal,147400
20,RL,11900,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,5,1957,1957,Gable,CompShg,TA,CBlock,1392,GasA,TA,Y,FuseA,1392,0,3,1,0,Normal,166000
160,FV,3180,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2005,2005,Gable,CompShg,TA,PConc,600,GasA,Ex,Y,SBrkr,520,600,2,1,0,Normal,151000
60,RL,9548,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,6,2003,2003,Gable,CompShg,Gd,PConc,941,GasA,Ex,Y,SBrkr,941,888,3,1,0,Normal,237000
20,RL,10004,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1964,1964,Gable,CompShg,TA,CBlock,1516,GasA,TA,Y,SBrkr,1516,0,3,1,0,Normal,167000
20,RL,7875,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1961,1961,Gable,CompShg,TA,CBlock,1144,GasA,Gd,Y,SBrkr,1144,0,3,1,0,Normal,139950
20,RL,9600,Pave,Reg,Lvl,AllPub,Sawyer,1Story,4,7,1950,1995,Gable,CompShg,TA,CBlock,1067,GasA,TA,Y,SBrkr,1067,0,2,1,0,Normal,128000
30,RM,8100,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,6,1948,1973,Gable,CompShg,TA,BrkTil,1559,GasA,Gd,Y,SBrkr,1559,0,2,1,0,Normal,153500
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,5,1973,1973,Gable,CompShg,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,2,1,0,Normal,100000
20,RL,9525,Pave,Reg,Lvl,AllPub,CollgCr,1Story,5,6,1995,2006,Gable,CompShg,TA,PConc,1099,GasA,Ex,Y,SBrkr,1099,0,3,1,0,Normal,144000
50,RL,11767,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,6,1946,1995,Gable,CompShg,TA,CBlock,768,GasA,Ex,Y,SBrkr,768,432,3,1,0,Normal,130500
70,RH,12155,Pave,IR1,Lvl,AllPub,SWISU,2Story,6,8,1925,1950,Gable,CompShg,TA,BrkTil,672,GasA,TA,N,SBrkr,810,672,4,1,0,Normal,140000
70,RM,10440,Pave,Reg,Lvl,AllPub,OldTown,2Story,5,8,1904,2002,Gable,CompShg,TA,PConc,650,GasA,Gd,Y,SBrkr,958,581,3,1,0,Normal,157500
80,RL,9020,Pave,Reg,Lvl,AllPub,NAmes,SLvl,6,7,1966,1966,Gable,CompShg,TA,CBlock,1127,GasA,TA,Y,SBrkr,1165,0,3,1,0,Normal,174900
90,RL,8000,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,4,1961,1961,Gable,CompShg,TA,CBlock,1800,GasA,Ex,N,SBrkr,1800,0,6,2,0,Normal,141000
50,RM,12665,Pave,IR1,Lvl,AllPub,OldTown,1.5Fin,5,8,1915,1950,Gable,CompShg,TA,BrkTil,876,GasA,Gd,Y,SBrkr,876,540,4,1,0,Normal,153900
85,RL,16647,Pave,IR1,Lvl,AllPub,Sawyer,SFoyer,5,5,1975,1981,Gable,CompShg,TA,CBlock,1390,GasA,TA,Y,SBrkr,1701,0,3,1,0,Normal,171000
60,RL,9317,Pave,Reg,Lvl,AllPub,SawyerW,2Story,7,5,1993,1993,Gable,CompShg,Gd,PConc,740,GasA,Ex,Y,SBrkr,1006,769,3,1,0,Normal,213000
20,RL,15523,Pave,IR1,Lvl,AllPub,CollgCr,1Story,5,6,1972,1972,Gable,CompShg,TA,CBlock,864,GasA,Ex,Y,SBrkr,864,0,3,1,0,Normal,133500
50,RL,45600,Pave,IR2,Bnk,AllPub,ClearCr,1.5Fin,6,8,1908,1997,Gable,CompShg,TA,BrkTil,907,GasA,TA,Y,SBrkr,1307,1051,5,1,0,Normal,240000
80,RL,9600,Pave,Reg,Lvl,AllPub,Veenker,SLvl,6,7,1976,1994,Hip,CompShg,Gd,CBlock,528,GasA,Ex,Y,SBrkr,1094,761,3,1,0,Normal,187000
120,RM,4435,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,2003,2003,Gable,CompShg,Gd,PConc,848,GasA,Ex,Y,SBrkr,848,0,1,1,0,Normal,131500
120,RL,3196,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,8,5,2003,2003,Gable,CompShg,Gd,PConc,1273,GasA,Ex,Y,SBrkr,1456,0,2,1,0,Normal,215000
75,RL,7128,Pave,Reg,Lvl,AllPub,Crawfor,2.5Unf,7,5,1941,1950,Gable,CompShg,TA,CBlock,918,GasA,Gd,Y,SBrkr,918,728,4,1,0,Normal,164000
80,RL,12095,Pave,IR1,Lvl,AllPub,NAmes,SLvl,6,6,1964,1964,Gable,CompShg,TA,CBlock,1127,GasA,TA,Y,SBrkr,1445,0,3,1,0,Normal,158000
20,RL,17920,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,4,1955,1974,Hip,CompShg,TA,CBlock,1763,GasA,TA,Y,SBrkr,1779,0,3,1,0,Abnorml,170000
20,RL,6897,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,8,1962,2010,Gable,CompShg,TA,CBlock,1040,GasA,Ex,Y,SBrkr,1040,0,3,1,0,Normal,127000
